,mood,age,gender,school_type,grade_level,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
646,Happy,21,Female,Wirtschaft,2,3,With family,Part time,Introvert,Single,11:00:00 AM,11:15:00 AM,3:15:00 PM,6:00:00 PM,3:00:00 AM,None,No,No,No,2,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,3,3 to 5,No,1,0,12,Moderate
647,Happy,21,Male,Wirtschaft,2,0,With family,Part time,Ambivert,Single,9:00:00 AM,10:00:00 AM,1:00:00 PM,7:00:00 PM,3:00:00 AM,Photography,No,No,No,3,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,0 to 2,No,2,3,8,Moderate
648,Happy,21,Male,Naturwissenschaft,3,3,With family,Part time,Ambivert,Single,12:01:00 PM,2:00:00 PM,2:00:00 PM,8:00:00 PM,5:30:00 AM,"Traveling, Programming",No,No,No,0,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,2,3 to 5,No,0,1,9,Moderate
649,Tensed,21,Male,Wirtschaft,3,1,With family,None,Ambivert,In a relationship,9:00:00 AM,11:00:00 AM,4:00:00 PM,9:00:00 PM,3:30:00 PM,"Music, Traveling, Singing",Yes,No,Yes,3,Very Often,Often,Regularly,Sometimes,Not at all,Not at all,Sometimes,1,6 to 8,No,0,1,6,Moderate
650,Lost,21,Male,Wirtschaft,5,1,With family,None,Ambivert,Single,10:45:00 AM,2:45:00 PM,2:45:00 PM,10:00:00 PM,3:00:00 AM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,1,3 to 5,No,1,3,13,Moderate
651,Tensed,19,Male,Naturwissenschaft,1,8,With family,None,Introvert,In a relationship,7:30:00 AM,11:00:00 AM,3:30:00 AM,11:00:00 PM,1:30:00 AM,None,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Often,7,0 to 2,No,0,1,9,Moderate
652,Happy,23,Female,Geisteswissenschaft,4,1,With family,Part time,Extrovert,In a relationship,6:00:00 AM,9:00:00 AM,2:00:00 PM,12:00:00 AM,10:00:00 PM,"Photography, Painting, Traveling",No,No,No,6,Often,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,4,6 to 8,Yes,5,0,4,None
653,Tensed,24,Male,Naturwissenschaft,4,3,With family,None,Introvert,Single,6:00:00 AM,8:00:00 AM,1:30:00 PM,1:00:00 AM,1:00:00 AM,"Music, Photography",Yes,No,No,5,Sometimes,Sometimes,Regularly,Sometimes,Not at all,Not at all,Often,1,3 to 5,No,2,2,14,Moderate
654,Lost,21,Male,Wirtschaft,3,2,Without family,None,Introvert,Single,8:00:00 AM,9:30:00 AM,2:00:00 PM,2:00:00 AM,12:00:00 AM,None,No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,3,more than 8,No,20,1,20,Severe
655,Happy,21,Male,Wirtschaft,3,0,With family,Part time,Ambivert,Single,9:00:00 AM,9:20:00 AM,2:30:00 PM,3:00:00 AM,1:00:00 AM,"Photography, Traveling",No,No,No,4,Often,Often,Regularly,Sometimes,Sometimes,Not at all,Very Often,1,3 to 5,No,0.25,1,3,None
656,Sad,20,Male,Wirtschaft,3,1,With family,None,Introvert,Single,10:30:00 AM,11:00:00 AM,2:30:00 PM,4:00:00 AM,2:00:00 AM,Painting,No,No,No,0,Not at all,Often,Not at all,Not at all,Not at all,Not at all,Often,4,more than 8,No,1,5,27,Severe
657,Happy,22,Male,Naturwissenschaft,2,3,With family,None,Extrovert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,5:00:00 AM,3:00:00 AM,Music,No,No,No,5,Very Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,6 to 8,No,2,1,7,Moderate
658,Happy,22,Male,Wirtschaft,3,0,With family,None,Ambivert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 AM,6:00:00 AM,1:00:00 AM,"Photography, Traveling",No,No,No,2,Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,5,6 to 8,No,2,3,8,Moderate
659,Happy,20,Male,Wirtschaft,4,1,With family,None,Extrovert,Single,9:00:00 AM,10:52:00 AM,3:12:00 PM,7:00:00 AM,3:58:00 AM,"Photography, Traveling",No,No,No,0,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Often,4,6 to 8,No,2,3,8,Moderate
660,Tensed,21,Male,Wirtschaft,3,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,8:00:00 AM,2:00:00 AM,"Cycling, biking",No,No,No,5,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,3,3 to 5,No,0,2,13,Moderate
661,Tensed,21,Male,Naturwissenschaft,2,1,With family,Part time,Introvert,Single,8:00:00 AM,8:10:00 AM,2:00:00 PM,9:00:00 AM,3:00:00 AM,"Music, Photography, Traveling",No,No,No,4,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Sometimes,Very Often,3,more than 8,Yes,3,1,12,Moderate
662,Tensed,21,Male,Wirtschaft,3,3,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 AM,2:00:00 AM,Music,No,No,No,3,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Very Often,2,3 to 5,No,2,1,4,None
663,Lost,21,Female,Kunst,2,3,With family,None,Ambivert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,11:00:00 AM,1:00:00 AM,Painting,No,No,No,4,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,0,6 to 8,No,0,1,15,Moderate
664,Happy,24,Male,Naturwissenschaft,4,2,With family,None,Ambivert,Single,10:00:00 AM,10:00:00 AM,2:00:00 PM,12:00:00 PM,2:00:00 AM,"Traveling, Cooking ",No,No,No,8,Very Often,Often,Regularly,Sometimes,Sometimes,Not at all,Very Often,1,more than 8,No,2,1,12,Moderate
665,Angry,22,Female,Wirtschaft,2,2,Without family,Part time,Ambivert,Married,10:10:00 AM,11:20:00 AM,2:30:00 AM,1:00:00 PM,3:00:00 AM,"Dancing, Photography",Yes,No,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,0,more than 8,No,3,1,7,Moderate
666,Lost,22,Male,Wirtschaft,4,0,With family,None,Ambivert,Single,10:30:00 AM,12:00:00 AM,2:00:00 PM,2:00:00 PM,3:00:00 AM,"Music, Guitar",Yes,Yes,Yes,2,Often,Sometimes,Regularly,Sometimes,Regularly,Not at all,Sometimes,2,more than 8,No,1,7,25,Severe
667,Happy,23,Male,Naturwissenschaft,5,2,With family,Part time,Ambivert,Single,9:30:00 AM,11:00:00 AM,3:00:00 PM,3:00:00 PM,1:00:00 PM,"Music, Photography, Gaming",Yes,No,No,3,Sometimes,Not at all,Sometimes,Regularly,Not at all,Not at all,Very Often,2,6 to 8,No,1,3,14,Moderate
668,Sad,22,Female,Wirtschaft,4,1,Without family,Part time,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 PM,4:00:00 PM,2:00:00 PM,"Music, Dancing, Photography, Traveling",No,No,No,5,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,No,1,1,8,Moderate
669,Happy,24,Female,Naturwissenschaft,5,1,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:00:00 AM,5:00:00 PM,11:30:00 AM,Dancing,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,1,1,9,Moderate
670,Lost,20,Female,Naturwissenschaft,2,2,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,2:00:00 PM,6:00:00 PM,2:00:00 AM,"Dancing, Photography, Painting",No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,5,0 to 2,No,0,3,7,Moderate
671,Tensed,22,Female,Wirtschaft,5,1,With family,None,Ambivert,In a relationship,9:30:00 AM,10:30:00 AM,2:30:00 AM,7:00:00 PM,1:00:00 AM,Music,No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,3,more than 8,No,2,2,11,Moderate
672,Sad,22,Male,Wirtschaft,3,1,With family,None,Introvert,Single,12:00:00 PM,12:00:00 AM,4:00:00 PM,8:00:00 PM,5:00:00 AM,"Photography, Traveling",Yes,Yes,No,5,Very Often,Often,Regularly,Not at all,Sometimes,Sometimes,Not at all,6,6 to 8,No,5,2,5,Moderate
673,Happy,23,Male,Wirtschaft,5,1,With family,None,Extrovert,Single,11:10:00 AM,11:30:00 PM,2:30:00 PM,9:00:00 PM,2:00:00 AM,"Music, Gaming",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,1,3 to 5,No,4,1,11,Moderate
674,Happy,23,Female,Wirtschaft,4,1,With family,None,Ambivert,Married,9:30:00 AM,11:00:00 AM,3:00:00 AM,10:00:00 PM,3:30:00 AM,"Traveling, Cooking",No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,Yes,1,0,3,None
675,Tensed,22,Male,Wirtschaft,2,1,With family,None,Ambivert,In a relationship,10:00:00 AM,10:30:00 AM,3:30:00 AM,11:00:00 PM,1:00:00 AM,None,Yes,Yes,No,4,Often,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,1,more than 8,Yes,1,0,20,Severe
676,Lost,21,Male,Wirtschaft,3,1,With family,None,Ambivert,In a relationship,11:11:00 AM,12:11:00 PM,2:11:00 PM,12:00:00 AM,2:11:00 AM,Music,Yes,Yes,No,5,Very Often,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Often,1,more than 8,No,4,2,21,Severe
677,Happy,22,Male,Wirtschaft,4,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,1:00:00 AM,1:00:00 AM,Music,No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Often,2,6 to 8,No,2,2,12,Moderate
678,Lost,23,Male,Naturwissenschaft,4,2,With family,None,Introvert,Single,8:00:00 AM,12:00:00 PM,2:00:00 AM,2:00:00 AM,1:00:00 AM,Traveling,No,No,No,3,Sometimes,Not at all,Regularly,Sometimes,Not at all,Not at all,Very Often,0,more than 8,Yes,4,0,11,Moderate
679,Happy,21,Male,Geisteswissenschaft,1,2,Without family,Part time,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,Photography,No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Not at all,5,6 to 8,Yes,2,1,9,Moderate
680,Sad,22,Female,Wirtschaft,4,3,With family,None,Introvert,In a relationship,10:30:00 AM,1:00:00 AM,4:00:00 AM,4:00:00 AM,3:30:00 AM,Dancing,Yes,No,No,2,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,No,1,2,13,Moderate
682,Happy,24,Male,Geisteswissenschaft,2,2,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,6:00:00 AM,3:00:00 AM,"Music, Traveling",No,No,No,10,Sometimes,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,0 to 2,No,1,1,1,None
683,Angry,20,Female,Naturwissenschaft,5,1,With family,Part time,Ambivert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,7:00:00 AM,1:00:00 AM,"Photography, Painting, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,4,3 to 5,No,1,0,5,Moderate
685,Tensed,21,Male,Naturwissenschaft,6,2,With family,None,Ambivert,Single,9:00:00 AM,11:00:00 AM,3:00:00 AM,9:00:00 AM,1:00:00 AM,None,No,No,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,3,more than 8,No,3,1,9,Moderate
687,Happy,21,Male,Naturwissenschaft,6,2,With family,None,Ambivert,Single,10:00:00 AM,10:45:00 AM,2:40:00 PM,11:00:00 AM,1:30:00 AM,"Photography, Traveling",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,No,2,2,8,Moderate
689,Tensed,23,Female,Naturwissenschaft,1,1,With family,Part time,Ambivert,Single,8:00:00 AM,8:30:00 AM,3:00:00 AM,1:00:00 PM,12:30:00 PM,"Dancing, watching movies and reading",No,No,No,15,Very Often,Very Often,Regularly,Not at all,Sometimes,Sometimes,Not at all,2,6 to 8,No,5,0,8,Moderate
690,Happy,25,Male,Wirtschaft,3,1,Without family,None,Ambivert,Single,5:00:00 AM,8:30:00 AM,1:00:00 AM,2:00:00 PM,12:00:00 AM,None,No,No,No,4,Very Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,8,0 to 2,No,0,0,4,None
691,Tensed,21,Female,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,12:00:00 PM,12:30:00 PM,5:00:00 PM,3:00:00 PM,5:00:00 AM,"Photography, Painting",No,No,No,3,Sometimes,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,5,0 to 2,Yes,5,6,14,Moderate
693,Tensed,23,Male,Naturwissenschaft,4,1,With family,None,Ambivert,In a relationship,10:30:00 AM,12:00:00 PM,3:30:00 PM,5:00:00 PM,4:00:00 AM,"Music, Photography, Riding",Yes,No,No,3,Very Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,1,3 to 5,No,2,2,15,Moderate
694,Happy,17,Female,Naturwissenschaft,6,2,With family,None,Introvert,Single,7:30:00 AM,8:00:00 AM,3:00:00 AM,6:00:00 PM,12:00:00 PM,"Music, Photography, Painting, Traveling",No,No,No,3,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Sometimes,5,3 to 5,No,1,1,6,Moderate
695,Tensed,21,Female,Naturwissenschaft,5,3,With family,None,Introvert,Single,8:00:00 AM,10:00:00 AM,2:00:00 PM,7:00:00 PM,12:00:00 AM,Traveling,No,No,No,3,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Often,3,3 to 5,No,4,2,17,Moderate
696,Lost,20,Female,Wirtschaft,1,1,With family,Part time,Ambivert,Single,8:20:00 AM,10:00:00 AM,2:00:00 AM,8:00:00 PM,1:00:00 AM,"None, Music",No,No,No,0,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Very Often,1,more than 8,No,0,2,14,Moderate
697,Happy,22,Female,Wirtschaft,4,3,With family,Part time,Introvert,Single,11:30:00 AM,12:30:00 PM,3:30:00 PM,9:00:00 PM,5:00:00 AM,"Music, Dancing, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,2,2,15,Moderate
698,Tensed,20,Female,Naturwissenschaft,1,1,With family,None,Ambivert,In a relationship,8:00:00 AM,8:30:00 AM,1:00:00 PM,10:00:00 PM,1:00:00 AM,"Music, Painting, Traveling",No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,0,6 to 8,Yes,5,0,20,Severe
699,Sad,23,Male,Wirtschaft,5,4,With family,None,Ambivert,Single,8:00:00 AM,9:00:00 AM,1:30:00 PM,11:00:00 PM,12:30:00 AM,"Music, Photography, Traveling",No,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Regularly,Not at all,Often,2,3 to 5,No,3,2,15,Moderate
700,Happy,21,Female,Wirtschaft,3,1,With family,Part time,Extrovert,Single,9:00:00 AM,11:00:00 AM,4:00:00 PM,12:00:00 AM,1:00:00 AM,"Music, Dancing, Traveling",No,No,No,6,Often,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,3,6 to 8,No,2,2,11,Moderate
703,Angry,24,Male,Naturwissenschaft,6,3,With family,None,Extrovert,Single,9:00:00 AM,9:00:00 AM,1:00:00 PM,3:00:00 AM,2:00:00 AM,Coin collection ,Yes,No,No,4,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,4,3 to 5,No,1,1,5,Moderate
705,Tensed,24,Male,Wirtschaft,4,1,Without family,None,Introvert,Single,5:00:00 PM,5:30:00 PM,10:00:00 PM,5:00:00 AM,6:00:00 AM,Music,No,No,No,1,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,0,3 to 5,No,2,3,17,Moderate
708,Happy,24,Female,Naturwissenschaft,4,4,With family,None,Ambivert,In a relationship,7:00:00 AM,9:30:00 AM,1:00:00 AM,8:00:00 AM,11:00:00 PM,Traveling,No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,6,more than 8,No,1,1,3,None
709,Happy,20,Male,Wirtschaft,5,2,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,3:00:00 PM,9:00:00 AM,4:00:00 AM,"Music, Photography, Painting, Traveling, Programming, Designing",No,No,No,0,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,0,6 to 8,No,0,2,11,Moderate
710,Sad,21,Male,Naturwissenschaft,2,3,With family,None,Ambivert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Traveling,Yes,No,No,10,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Often,3,6 to 8,No,1,2,3,None
711,Sad,23,Female,Naturwissenschaft,5,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,11:00:00 AM,3:30:00 AM,Music,No,No,No,0,Not at all,Not at all,Sometimes,Not at all,Sometimes,Sometimes,Not at all,2,3 to 5,No,0,4,5,Moderate
712,Happy,23,Male,Naturwissenschaft,6,3,Without family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 PM,3:00:00 AM,"Photography, Traveling",No,No,No,10,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,5,3,15,Moderate
713,Happy,23,Male,Wirtschaft,6,0,With family,Part time,Introvert,Single,7:30:00 AM,9:00:00 AM,2:00:00 AM,1:00:00 PM,12:00:00 AM,"Music, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,1,0 to 2,No,3,1,1,None
714,Happy,24,Male,Naturwissenschaft,5,1,With family,None,Introvert,Single,7:20:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 PM,12:00:00 AM,Music,No,No,No,2,Often,Often,Regularly,Not at all,Not at all,Not at all,Often,3,6 to 8,No,0,4,10,Moderate
715,Happy,22,Male,Naturwissenschaft,6,2,With family,None,Introvert,Single,7:00:00 AM,8:00:00 AM,2:00:00 PM,3:00:00 PM,11:00:00 PM,"Music, Photography, Traveling, Programming",No,No,No,8,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,2,3 to 5,No,2,1,1,None
716,Tensed,29,Male,Naturwissenschaft,6,5,Without family,Full time,Introvert,In a relationship,9:00:00 AM,9:30:00 AM,2:00:00 PM,4:00:00 PM,12:00:00 AM,None,No,No,No,5,Sometimes,Not at all,Regularly,Sometimes,Sometimes,Not at all,Not at all,0,more than 8,No,4,0,9,Moderate
717,Happy,22,Female,Wirtschaft,6,2,With family,None,Introvert,Single,7:00:00 AM,8:30:00 AM,2:00:00 PM,5:00:00 PM,11:00:00 PM,None,No,No,No,3,Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,4,0 to 2,No,1,1,4,None
718,Happy,25,Male,Naturwissenschaft,8,3,With family,Full time,Introvert,Single,9:30:00 AM,12:00:00 PM,3:00:00 PM,7:00:00 PM,2:00:00 AM,"Traveling, Programming",No,No,No,10,Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,2,3 to 5,Yes,2,2,13,Moderate
720,Tensed,23,Male,Naturwissenschaft,6,1,With family,None,Extrovert,Single,7:00:00 AM,8:00:00 AM,3:00:00 AM,9:00:00 PM,1:37:00 AM,To be settled in Abroad ,No,No,No,13,Often,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,4,3 to 5,No,0.2,0,4,None
721,Happy,23,Male,Geisteswissenschaft,4,2,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,3:00:00 AM,10:00:00 PM,3:00:00 AM,"Music, Photography",Yes,No,No,10,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,5,3 to 5,No,5,2,6,Moderate
722,Tensed,23,Male,Naturwissenschaft,4,1,With family,Part time,Ambivert,Single,10:30:00 AM,11:00:00 AM,4:00:00 PM,11:00:00 PM,2:00:00 AM,Traveling,No,No,No,3,Often,Not at all,Not at all,Not at all,Regularly,Sometimes,Not at all,1,3 to 5,No,1,2,4,None
723,Happy,25,Male,Naturwissenschaft,6,1,With family,None,Introvert,In a relationship,8:00:00 AM,9:00:00 AM,3:00:00 PM,12:00:00 AM,12:00:00 AM,"Photography, Traveling",Yes,Yes,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,7,3 to 5,No,0,2,10,Moderate
724,Angry,21,Male,Wirtschaft,2,3,With family,None,Introvert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,1:00:00 AM,3:00:00 AM,Music,No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Very Often,1,6 to 8,No,1,1,9,Moderate
725,Happy,23,Male,Naturwissenschaft,7,2,With family,Part time,Introvert,Single,9:30:00 AM,10:30:00 AM,2:00:00 PM,3:00:00 AM,1:30:00 AM,"Music, Traveling, Programming",No,No,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,5,3 to 5,No,1,0,10,Moderate
726,Tensed,23,Male,Naturwissenschaft,4,1,Without family,None,Ambivert,Single,7:30:00 AM,10:00:00 AM,2:00:00 PM,4:00:00 AM,12:00:00 AM,Watching analysis videos,No,No,No,2,Sometimes,Often,Regularly,Not at all,Not at all,Not at all,Often,4,3 to 5,No,1,0,6,Moderate
728,Happy,24,Male,Wirtschaft,3,2,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:30:00 AM,6:00:00 AM,2:00:00 AM,Traveling,No,No,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,1,10,Moderate
729,Tensed,22,Female,Naturwissenschaft,6,1,Without family,None,Extrovert,Single,6:00:00 AM,8:00:00 AM,2:00:00 PM,7:00:00 AM,12:00:00 PM,"Music, Photography, Painting",No,No,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,6 to 8,No,2,1,14,Moderate
730,Happy,23,Male,Wirtschaft,3,1,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,3:00:00 PM,8:00:00 AM,1:00:00 PM,"Photography, Traveling",Yes,Yes,No,3,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,1,4,None
731,Angry,22,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,10:30:00 AM,11:30:00 AM,3:00:00 PM,9:00:00 AM,3:30:00 AM,Music,Yes,No,No,4,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Very Often,3,3 to 5,No,2,8,14,Moderate
733,Tensed,20,Female,Geisteswissenschaft,5,2,With family,None,Ambivert,Single,8:30:00 AM,9:30:00 AM,2:00:00 AM,11:00:00 AM,12:30:00 PM,Painting,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,No,1,1,0,None
734,Happy,23,Male,Wirtschaft,3,3,With family,None,Introvert,Single,7:30:00 AM,9:00:00 AM,2:30:00 AM,12:00:00 PM,12:00:00 AM,Sports ,No,No,No,6,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,4,6 to 8,No,2,1,3,None
735,Happy,22,Male,Naturwissenschaft,6,0,With family,None,Ambivert,Single,10:00:00 AM,10:30:00 AM,2:00:00 AM,1:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,5,Sometimes,Sometimes,Sometimes,Regularly,Regularly,Sometimes,Often,3,6 to 8,No,3,1,6,Moderate
736,Tensed,22,Male,Naturwissenschaft,6,2,With family,None,Introvert,In a relationship,10:00:00 AM,12:00:00 AM,2:00:00 PM,2:00:00 PM,3:00:00 AM,Music,No,Yes,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,3 to 5,Yes,1,1,13,Moderate
737,Tensed,22,Female,Wirtschaft,5,2,With family,Part time,Ambivert,Single,7:30:00 AM,9:15:00 AM,2:30:00 PM,3:00:00 PM,1:30:00 AM,Writing ,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Sometimes,3,0 to 2,Yes,1,1,12,Moderate
738,Lost,19,Female,Naturwissenschaft,1,1,With family,None,Introvert,Single,12:06:00 AM,12:08:00 AM,12:02:00 PM,4:00:00 PM,11:30:00 PM,Photography,No,No,No,1,Not at all,Sometimes,Regularly,Regularly,Regularly,Sometimes,Not at all,7,3 to 5,No,0,2,12,Moderate
739,Lost,23,Male,Geisteswissenschaft,6,2,With family,None,Introvert,Single,7:00:00 AM,8:00:00 AM,2:30:00 AM,5:00:00 PM,1:00:00 AM,None,No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,2,3 to 5,No,0,1,7,Moderate
740,Tensed,20,Female,Naturwissenschaft,3,3,With family,None,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,3:00:00 AM,6:00:00 PM,2:30:00 AM,"Music, Photography, Painting, Traveling, Programming",No,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Not at all,Very Often,2,6 to 8,No,3,3,13,Moderate
741,Lost,21,Female,Naturwissenschaft,4,3,With family,None,Ambivert,In a relationship,11:30:00 AM,12:00:00 AM,2:00:00 PM,7:00:00 PM,4:00:00 AM,"Music, Traveling",No,No,No,0,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,4,more than 8,No,5,1,25,Severe
742,Happy,21,Male,Naturwissenschaft,1,2,With family,None,Ambivert,In a relationship,1:02:00 PM,1:01:00 PM,4:04:00 PM,8:00:00 PM,4:02:00 AM,"Music, Traveling, Programming",No,No,No,5,Often,Often,Regularly,Sometimes,Sometimes,Not at all,Sometimes,4,3 to 5,No,1,1,0,None
743,Happy,22,Female,Geisteswissenschaft,2,2,With family,None,Introvert,Single,8:30:00 AM,9:30:00 AM,2:00:00 PM,9:00:00 PM,12:00:00 AM,Painting,No,No,No,1,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,3,3 to 5,No,3,0,18,Moderate
744,Tensed,21,Female,Naturwissenschaft,2,1,With family,None,Ambivert,Single,9:30:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 PM,11:00:00 AM,"Dancing, Painting, Traveling",No,No,No,3,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,6 to 8,No,3,1,10,Moderate
